1,0,22,37,1498,44,5.149,2019-06-05,2019-06-05
2,0,42,11,678,12,15.0,2019-06-05,2019-06-05
3,0,27,47,1597,44,16.745,2019-06-05,2019-06-05
4,0,9,29,1172,21,12.665,2019-06-05,2019-06-05
5,0,9,59,1979,35,3.218,2019-06-05,2019-06-05
6,0,41,46,945,87,18.354,2019-06-05,2019-06-05
7,0,29,15,351,79,11.15,2019-06-05,2019-06-05
8,0,51,44,1488,7,18.0,2019-06-05,2019-06-05
9,0,6,39,614,89,4.0,2019-06-05,2019-06-05
10,0,3,33,968,68,6.042,2019-06-05,2019-06-05
11,0,50,54,54,30,15.244,2019-06-05,2019-06-05
12,0,28,46,102,0,14.126,2019-06-05,2019-06-05
13,0,34,46,416,95,10.076,2019-06-05,2019-06-05
14,0,11,7,358,81,10.491,2019-06-05,2019-06-05
15,0,17,19,194,57,8.35,2019-06-05,2019-06-05
16,0,6,44,1074,69,6.0,2019-06-05,2019-06-05
17,0,37,50,1997,47,3.658,2019-06-05,2019-06-05
18,0,44,48,1041,83,5.27,2019-06-05,2019-06-05
19,0,45,60,799,11,6.37,2019-06-05,2019-06-05
20,0,40,42,1140,59,8.345,2019-06-05,2019-06-05
21,0,24,30,531,56,6.41,2019-06-05,2019-06-05
22,0,24,11,1101,49,7.18,2019-06-05,2019-06-05
23,0,10,37,1027,2,5.0,2019-06-05,2019-06-05
24,0,13,54,887,87,9.234,2019-06-05,2019-06-05
25,0,25,1,1733,20,15.885,2019-06-05,2019-06-05
26,0,10,6,1922,26,17.9,2019-06-05,2019-06-05
27,0,18,18,1912,59,10.7,2019-06-05,2019-06-05
28,0,14,8,694,86,5.44,2019-06-05,2019-06-05
29,0,57,57,421,47,7.69,2019-06-05,2019-06-05
30,0,27,26,423,50,3.6,2019-06-05,2019-06-05
31,0,42,46,615,44,12.14,2019-06-05,2019-06-05
32,0,7,5,1155,60,9.0,2019-06-05,2019-06-05
33,0,41,57,1385,86,11.14,2019-06-05,2019-06-05
34,0,32,42,214,61,10.624,2019-06-05,2019-06-05
35,0,37,29,987,90,4.122,2019-06-05,2019-06-05
36,0,44,48,1643,84,14.143,2019-06-05,2019-06-05
37,0,9,51,1956,91,19.91,2019-06-05,2019-06-05
38,0,53,34,1867,56,3.442,2019-06-05,2019-06-05
39,0,4,53,664,71,11.16,2019-06-05,2019-06-05
40,0,51,59,1302,63,17.267,2019-06-05,2019-06-05
41,0,49,47,996,93,15.0,2019-06-05,2019-06-05
42,0,40,60,1859,34,9.1,2019-06-05,2019-06-05
43,0,27,45,740,3,4.0,2019-06-05,2019-06-05
44,0,28,33,871,77,13.946,2019-06-05,2019-06-05
45,0,55,35,249,77,7.221,2019-06-05,2019-06-05
46,0,32,38,1550,73,5.836,2019-06-05,2019-06-05
47,0,41,11,1120,27,15.894,2019-06-05,2019-06-05
48,0,4,21,1855,9,17.913,2019-06-05,2019-06-05
49,0,5,39,98,89,1.4,2019-06-05,2019-06-05
50,0,56,15,1753,15,10.062,2019-06-05,2019-06-05
51,0,19,25,626,11,5.736,2019-06-05,2019-06-05
52,0,50,58,801,63,1.04,2019-06-05,2019-06-05
53,0,36,56,1217,44,4.366,2019-06-05,2019-06-05
54,0,40,32,829,43,8.822,2019-06-05,2019-06-05
55,0,13,37,1214,60,6.904,2019-06-05,2019-06-05
56,0,9,20,1877,69,12.196,2019-06-05,2019-06-05
57,0,46,42,1582,36,8.3,2019-06-05,2019-06-05
58,0,26,16,1152,12,6.354,2019-06-05,2019-06-05
59,0,6,41,1546,38,7.209,2019-06-05,2019-06-05
60,0,31,14,789,35,14.139,2019-06-05,2019-06-05
61,0,21,43,1432,56,11.795,2019-06-05,2019-06-05
62,0,15,1,879,24,13.868,2019-06-05,2019-06-05
63,0,31,18,652,35,12.674,2019-06-05,2019-06-05
64,0,38,56,1120,41,2.89,2019-06-05,2019-06-05
65,0,11,47,116,23,16.725,2019-06-05,2019-06-05
66,0,53,25,243,39,10.959,2019-06-05,2019-06-05
67,0,7,56,333,30,19.79,2019-06-05,2019-06-05
68,0,22,39,1857,80,10.9,2019-06-05,2019-06-05
69,0,21,12,1657,65,7.66,2019-06-05,2019-06-05
70,0,53,29,1869,54,4.314,2019-06-05,2019-06-05
71,0,41,44,937,74,12.35,2019-06-05,2019-06-05
72,0,7,36,164,4,9.133,2019-06-05,2019-06-05
73,0,32,1,128,4,13.149,2019-06-05,2019-06-05
74,0,56,26,535,19,16.391,2019-06-05,2019-06-05
75,0,55,21,414,48,16.155,2019-06-05,2019-06-05
76,0,8,34,922,70,14.426,2019-06-05,2019-06-05
77,0,31,54,1152,9,3.0,2019-06-05,2019-06-05
78,0,15,48,355,65,19.0,2019-06-05,2019-06-05
79,0,45,16,315,11,14.25,2019-06-05,2019-06-05
80,0,36,42,197,30,14.58,2019-06-05,2019-06-05
81,0,52,5,65,74,7.265,2019-06-05,2019-06-05
82,0,31,12,1196,75,17.729,2019-06-05,2019-06-05
83,0,2,19,1598,81,5.45,2019-06-05,2019-06-05
84,0,9,55,1450,2,6.754,2019-06-05,2019-06-05
85,0,11,22,1462,9,9.34,2019-06-05,2019-06-05
86,0,47,44,936,65,1.226,2019-06-05,2019-06-05
87,0,45,42,1410,72,5.978,2019-06-05,2019-06-05
88,0,50,46,1076,9,18.413,2019-06-05,2019-06-05
89,0,44,43,1480,44,3.6,2019-06-05,2019-06-05
90,0,30,53,186,91,16.1,2019-06-05,2019-06-05
91,0,41,28,852,47,8.738,2019-06-05,2019-06-05
92,0,33,12,1947,60,11.596,2019-06-05,2019-06-05
93,0,46,34,1782,18,6.148,2019-06-05,2019-06-05
94,0,27,25,1279,59,7.3,2019-06-05,2019-06-05
95,0,2,29,452,3,17.0,2019-06-05,2019-06-05
96,0,16,52,455,58,17.819,2019-06-05,2019-06-05
97,0,10,18,835,19,3.868,2019-06-05,2019-06-05
98,0,22,15,1075,84,7.102,2019-06-05,2019-06-05
99,0,48,49,138,7,4.535,2019-06-05,2019-06-05
100,0,34,56,802,0,5.763,2019-06-05,2019-06-05
101,0,53,26,192,51,15.028,2019-06-05,2019-06-05
102,0,24,13,1125,82,10.214,2019-06-05,2019-06-05
103,0,1,7,302,41,11.278,2019-06-05,2019-06-05
104,0,3,45,938,61,8.355,2019-06-05,2019-06-05
105,0,53,35,653,89,7.54,2019-06-05,2019-06-05
106,0,39,39,1625,73,16.785,2019-06-05,2019-06-05
107,0,48,48,122,69,5.237,2019-06-05,2019-06-05
108,0,7,4,69,98,4.24,2019-06-05,2019-06-05
109,0,25,1,1482,85,7.1,2019-06-05,2019-06-05
110,0,44,27,473,23,19.362,2019-06-05,2019-06-05
111,0,24,13,645,42,19.51,2019-06-05,2019-06-05
112,0,3,57,1307,83,11.6,2019-06-05,2019-06-05
113,0,8,58,210,48,11.541,2019-06-05,2019-06-05
114,0,36,34,1712,30,5.05,2019-06-05,2019-06-05
115,0,27,34,346,15,16.53,2019-06-05,2019-06-05
116,0,27,45,29,41,11.5,2019-06-05,2019-06-05
117,0,10,47,1862,55,18.95,2019-06-05,2019-06-05
118,0,16,36,1721,34,7.11,2019-06-05,2019-06-05
119,0,25,52,1933,78,9.696,2019-06-05,2019-06-05
120,0,32,29,525,9,5.413,2019-06-05,2019-06-05
121,0,37,7,1265,21,16.116,2019-06-05,2019-06-05
122,0,37,28,332,83,12.324,2019-06-05,2019-06-05
123,0,47,11,168,18,17.847,2019-06-05,2019-06-05
124,0,57,27,1229,81,15.609,2019-06-05,2019-06-05
125,0,53,2,1571,66,6.273,2019-06-05,2019-06-05
126,0,35,50,1746,79,1.99,2019-06-05,2019-06-05
127,0,11,57,1320,46,1.0,2019-06-05,2019-06-05
128,0,39,27,158,44,16.058,2019-06-05,2019-06-05
129,0,33,5,1633,89,14.279,2019-06-05,2019-06-05
130,0,11,59,1548,89,9.929,2019-06-05,2019-06-05
131,0,25,43,987,21,4.077,2019-06-05,2019-06-05
132,0,31,40,666,64,1.0,2019-06-05,2019-06-05
133,0,6,19,883,46,12.13,2019-06-05,2019-06-05
134,0,1,54,1164,16,6.559,2019-06-05,2019-06-05
135,0,19,2,1944,3,7.54,2019-06-05,2019-06-05
136,0,1,31,143,96,12.418,2019-06-05,2019-06-05
137,0,13,45,1781,0,17.925,2019-06-05,2019-06-05
138,0,28,20,611,94,3.0,2019-06-05,2019-06-05
139,0,31,17,732,56,10.833,2019-06-05,2019-06-05
140,0,52,26,946,85,6.56,2019-06-05,2019-06-05
141,0,1,28,190,49,11.8,2019-06-05,2019-06-05
142,0,54,5,13,40,9.63,2019-06-05,2019-06-05
143,0,32,10,1258,84,11.969,2019-06-05,2019-06-05
144,0,3,3,134,84,19.366,2019-06-05,2019-06-05
145,0,6,6,1680,20,10.84,2019-06-05,2019-06-05
146,0,52,48,1613,85,11.2,2019-06-05,2019-06-05
147,0,3,52,1702,29,6.0,2019-06-05,2019-06-05
148,0,40,15,400,30,17.31,2019-06-05,2019-06-05
149,0,11,60,707,49,13.164,2019-06-05,2019-06-05
150,0,32,42,1234,87,10.61,2019-06-05,2019-06-05
151,0,43,34,1085,17,15.264,2019-06-05,2019-06-05
152,0,40,47,1390,79,16.0,2019-06-05,2019-06-05
153,0,14,42,1691,49,13.0,2019-06-05,2019-06-05
154,0,9,40,1473,97,19.292,2019-06-05,2019-06-05
155,0,22,59,845,53,16.336,2019-06-05,2019-06-05
156,0,14,20,964,15,17.0,2019-06-05,2019-06-05
157,0,45,45,1960,8,15.611,2019-06-05,2019-06-05
158,0,35,14,1597,49,10.343,2019-06-05,2019-06-05
159,0,13,23,175,4,11.932,2019-06-05,2019-06-05
160,0,31,44,779,61,15.681,2019-06-05,2019-06-05
161,0,28,34,1596,56,14.28,2019-06-05,2019-06-05
162,0,26,46,823,76,9.65,2019-06-05,2019-06-05
163,0,52,32,1259,73,10.0,2019-06-05,2019-06-05
164,0,29,16,1100,46,10.07,2019-06-05,2019-06-05
165,0,39,20,1110,88,8.841,2019-06-05,2019-06-05
166,0,18,58,1362,23,11.51,2019-06-05,2019-06-05
167,0,44,49,1659,71,7.464,2019-06-05,2019-06-05
168,0,55,55,468,30,16.476,2019-06-05,2019-06-05
169,0,22,36,1201,37,3.37,2019-06-05,2019-06-05
170,0,52,22,664,30,11.591,2019-06-05,2019-06-05
171,0,60,36,440,88,10.332,2019-06-05,2019-06-05
172,0,28,26,1676,50,5.63,2019-06-05,2019-06-05
173,0,51,36,895,98,1.039,2019-06-05,2019-06-05
174,0,19,58,446,85,2.89,2019-06-05,2019-06-05
175,0,46,12,80,80,18.907,2019-06-05,2019-06-05
176,0,32,10,113,27,9.089,2019-06-05,2019-06-05
177,0,37,14,1837,41,11.062,2019-06-05,2019-06-05
178,0,43,33,1185,11,14.4,2019-06-05,2019-06-05
179,0,43,49,1578,54,7.47,2019-06-05,2019-06-05
180,0,47,15,1774,79,7.122,2019-06-05,2019-06-05
181,0,43,59,1903,59,15.0,2019-06-05,2019-06-05
182,0,44,26,867,93,16.86,2019-06-05,2019-06-05
183,0,18,46,1912,87,6.766,2019-06-05,2019-06-05
184,0,2,34,125,58,7.557,2019-06-05,2019-06-05
185,0,10,43,1405,10,14.869,2019-06-05,2019-06-05
186,0,54,31,1770,42,7.9,2019-06-05,2019-06-05
187,0,50,51,896,30,6.562,2019-06-05,2019-06-05
188,0,45,42,1178,10,11.0,2019-06-05,2019-06-05
189,0,32,7,542,29,9.4,2019-06-05,2019-06-05
190,0,30,52,1271,22,12.2,2019-06-05,2019-06-05
191,0,3,40,168,84,2.847,2019-06-05,2019-06-05
192,0,52,58,327,6,8.753,2019-06-05,2019-06-05
193,0,40,23,715,77,8.09,2019-06-05,2019-06-05
194,0,27,28,923,33,2.0,2019-06-05,2019-06-05
195,0,28,15,1572,98,11.706,2019-06-05,2019-06-05
196,0,50,36,330,90,3.1,2019-06-05,2019-06-05
197,0,8,55,1489,83,1.046,2019-06-05,2019-06-05
198,0,6,44,406,1,14.547,2019-06-05,2019-06-05
199,0,24,24,1690,74,7.213,2019-06-05,2019-06-05
200,0,21,16,1527,31,17.449,2019-06-05,2019-06-05
201,0,49,21,1071,73,17.768,2019-06-05,2019-06-05
202,0,47,56,674,79,10.939,2019-06-05,2019-06-05
203,0,43,16,384,33,10.369,2019-06-05,2019-06-05
204,0,49,57,1860,75,19.471,2019-06-05,2019-06-05
205,0,22,17,1546,11,9.0,2019-06-05,2019-06-05
206,0,33,25,411,88,13.0,2019-06-05,2019-06-05
207,0,1,21,1118,62,3.427,2019-06-05,2019-06-05
208,0,25,58,1180,50,1.1,2019-06-05,2019-06-05
209,0,23,35,1256,66,7.865,2019-06-05,2019-06-05
210,0,39,51,687,24,4.52,2019-06-05,2019-06-05
211,0,47,37,1013,22,10.09,2019-06-05,2019-06-05
212,0,43,8,1242,77,2.282,2019-06-05,2019-06-05
